Age,AnnualIncome,SpendingScore,OnlineShoppingFrequency,CreditCardUsage,CustomerValueScore,CustomerID,Gender
25,30003,42.0,2,6.97,13.728552884153753,3477,Female
50,70008,69.0,6,9.93,35.322493196382034,3478,Female
57,119991,17.0,10,21.04,33.79735920960299,3479,Male
18,30005,49.0,1,9.76,30.49703760251255,3480,Female
22,29998,54.0,4,0.21,28.326759588117653,3481,Male
66,120012,43.0,1,12.3,42.81726744262753,3482,Male
73,119984,28.0,1,18.13,43.43307481101672,3483,Female
64,120009,38.0,3,11.29,38.72961886172503,3484,Male
18,29989,47.0,7,10.74,17.501349119241848,3485,Male
64,120012,27.0,1,13.95,47.86847099907567,3486,Male
53,120008,52.0,8,11.3,35.73215151510227,3487,Female
33,69991,70.0,7,1.68,54.928630975354174,3488,Female
41,70004,73.0,8,4.9,50.798509350573134,3489,Female
25,29993,48.0,7,3.39,25.7829082579712,3490,Male
39,69993,76.0,5,9.25,31.958834230998445,3491,Male
56,120001,31.0,1,0.58,26.478130864793464,3492,Male
22,30006,50.0,9,10.35,19.114852720425915,3493,Male
22,29994,51.0,1,2.31,28.82485927063222,3494,Female
74,119999,31.0,10,5.32,43.91135227687456,3495,Male
38,69997,70.0,10,12.92,58.612188891572416,3496,Male
23,29996,49.0,7,12.43,20.872889064159196,3497,Female
40,70005,68.0,1,14.29,52.82806415413192,3498,Male
18,29999,49.0,8,4.12,14.008039375239774,3499,Female
26,30004,43.0,10,4.69,17.923560430495993,3500,Female
51,119993,26.0,1,9.83,46.125361588238974,3501,Female
76,120009,19.0,3,6.31,44.501640101151246,3502,Female
19,29993,45.0,7,5.6,23.015980365293423,3503,Male
44,70002,70.0,5,0.09,62.52224366477546,3504,Male
48,69993,83.0,6,6.64,46.74517542189419,3505,Male
73,120004,10.0,10,21.27,55.346055594313796,3506,Female
33,30003,51.0,7,1.99,28.116283452640268,3507,Male
80,119984,25.0,1,8.96,43.461973787327736,3508,Female
80,119996,23.0,1,9.07,36.28969030442815,3509,Female
69,120002,25.0,1,33.15,37.40869006411612,3510,Female
20,30008,47.0,1,2.01,30.33953169081776,3511,Female
22,30008,57.0,5,0.16,18.563205629251826,3512,Male
48,120023,37.0,10,23.21,28.750914384814607,3513,Female
47,70002,72.0,10,12.92,49.50329406834722,3514,Female
35,70014,56.0,1,5.67,47.80696642327993,3515,Female
26,30000,51.0,2,18.38,26.800579500901563,3516,Male
24,30003,44.0,5,4.23,21.981339582827516,3517,Female
68,119987,33.0,10,17.71,49.02145679432698,3518,Female
74,120008,38.0,10,13.58,40.93821063230853,3519,Female
68,119991,23.0,1,2.75,46.58455199609501,3520,Male
26,30001,42.0,1,3.72,23.948660623160038,3521,Female
40,70007,90.0,10,5.78,60.07606207964899,3522,Female
42,70000,80.0,1,11.18,48.43601893528614,3523,Male
72,119997,34.0,6,7.55,52.09347597928448,3524,Female
60,119999,33.0,10,0.29,26.114910144540463,3525,Male
43,69993,80.0,3,15.24,61.622289069808474,3526,Male
70,120002,38.0,1,31.92,36.090278894709584,3527,Male
59,119998,30.0,1,19.97,58.01547921027767,3528,Female
58,120000,30.0,8,9.82,36.11292334467447,3529,Male
56,70008,91.0,6,2.28,56.88290479442687,3530,Male
36,29998,51.0,3,3.01,27.66436677818156,3531,Female
34,30000,49.0,1,17.68,14.633359838885521,3532,Female
28,29999,45.0,2,10.17,14.313298996949229,3533,Male
66,120010,29.0,1,6.41,24.943688706099216,3534,Female
62,119994,32.0,10,7.11,37.989204244460176,3535,Male
76,119985,35.0,10,3.21,54.72062806628541,3536,Female
35,30004,52.0,1,5.86,16.382566887901,3537,Male
80,120006,19.0,1,13.68,31.363264107325463,3538,Male
25,30003,45.0,1,3.54,18.405768222526344,3539,Female
25,29997,48.0,4,7.05,19.257852994679073,3540,Male
80,119992,26.0,5,8.63,50.476537192057336,3541,Male
69,119995,36.0,10,23.0,29.799481446416294,3542,Male
68,119996,29.0,10,8.28,39.9374755880669,3543,Male
55,70002,74.0,4,18.57,55.12269688743737,3544,Male
26,29999,49.0,1,3.42,16.053767025569016,3545,Female
33,30005,51.0,10,2.16,21.989635249734043,3546,Female
61,119995,24.0,1,20.02,39.293095172859196,3547,Male
29,29993,51.0,10,7.36,18.975337628791962,3548,Male
18,29999,55.0,1,6.58,25.77866356060446,3549,Female
80,119998,18.0,10,11.59,52.03067412398894,3550,Male
56,69996,88.0,7,8.45,47.86051027369747,3551,Female
60,120000,21.0,2,22.39,49.63253599995105,3552,Male
76,120025,23.0,8,4.91,30.654589792316976,3553,Male
39,30005,44.0,1,14.39,18.92805534011611,3554,Female
24,29997,49.0,5,1.49,23.1533993104894,3555,Male
62,119999,30.0,4,8.49,24.431522097141833,3556,Female
29,69998,54.0,10,1.52,49.04472337026938,3557,Male
31,29997,51.0,5,0.74,19.62873946253459,3558,Male
60,120002,32.0,1,13.03,44.78424375397197,3559,Male
68,120003,13.0,8,15.32,42.09222171156701,3560,Male
78,120018,6.0,3,4.43,32.89202549221575,3561,Male
48,70004,69.0,1,17.56,45.29119591162052,3562,Male
64,119990,33.0,5,13.56,65.0416060133627,3563,Female
61,120014,38.0,1,8.17,46.604590921620925,3564,Male
61,120007,42.0,10,8.92,51.61084644423507,3565,Female
43,70008,75.0,8,16.61,59.15884994244126,3566,Female
31,70000,70.0,10,12.9,58.3807073780075,3567,Male
67,120000,16.0,1,9.93,44.67395730098349,3568,Female
21,29999,48.0,1,8.76,15.304683750301503,3569,Male
64,70012,80.0,10,9.67,53.08460828888859,3570,Male
24,30001,56.0,10,9.1,23.601787491967542,3571,Male
60,120011,31.0,1,6.76,26.114600813532018,3572,Female
54,70012,74.0,2,3.22,68.8947654953061,3573,Male
48,119994,28.0,1,7.55,28.86513275840716,3574,Male
60,120002,33.0,2,6.95,26.35626958314288,3575,Male
21,29996,54.0,1,1.4,25.07671393135498,3576,Female
42,70012,87.0,4,14.34,44.34600272827758,3577,Female
70,119998,35.0,1,5.5,28.437806544549666,3578,Female
78,119984,25.0,1,5.38,37.401319568602425,3579,Female
41,70000,54.0,3,6.04,60.476151251737896,3580,Female
22,30006,52.0,10,2.42,25.191930185798164,3581,Male
38,70007,77.0,1,3.54,53.28415779765656,3582,Male
49,70002,78.0,9,7.43,49.040370198522865,3583,Female
77,120012,35.0,10,12.55,46.488451297496255,3584,Male
45,69985,88.0,1,0.35,55.56577637496132,3585,Female
80,120003,25.0,1,10.47,50.41018410521559,3586,Female
22,30001,41.0,2,2.46,20.676691739461454,3587,Male
38,69998,64.0,9,1.13,52.2622390139775,3588,Female
28,29994,58.0,1,4.51,16.22862074990321,3589,Female
38,30001,53.0,10,9.39,22.553660330679467,3590,Female
33,69990,71.0,6,7.52,49.63965172533513,3591,Male
61,119989,29.0,10,8.63,16.869400292451296,3592,Female
33,69999,66.0,7,6.08,38.8449673890542,3593,Male
34,30014,50.0,9,5.9,27.51367163152794,3594,Male
54,70001,69.0,1,8.99,52.54856417896738,3595,Male
30,29997,46.0,10,4.38,20.95439967959354,3596,Female
63,119988,39.0,10,8.91,30.758907565502838,3597,Male
43,70002,65.0,4,8.6,47.3419916015449,3598,Male
63,119999,39.0,1,17.65,54.18784470870012,3599,Male
18,30001,53.0,1,3.17,21.26164986685838,3600,Male
64,120003,40.0,10,5.23,48.40603621319383,3601,Male
44,69997,74.0,1,4.38,43.62214588877061,3602,Male
70,120003,28.0,1,8.64,50.65145029951809,3603,Male
18,30004,51.0,9,6.46,21.55745429398895,3604,Male
23,30001,45.0,7,0.71,25.233563568878818,3605,Male
27,29996,49.0,1,2.46,25.560503096106693,3606,Female
71,120006,44.0,1,3.54,45.612553669062315,3607,Female
46,70002,68.0,5,22.64,52.09081149804025,3608,Female
66,119986,29.0,8,10.13,52.558403463893235,3609,Male
44,70005,71.0,1,17.59,48.01742552140852,3610,Male
49,69998,67.0,10,3.76,56.20044058198396,3611,Male
42,70002,73.0,10,26.0,41.50799209892262,3612,Male
24,29996,47.0,1,4.9,22.85551314295684,3613,Male
22,29997,52.0,3,0.15,17.75856367877339,3614,Female
41,70007,70.0,7,9.96,47.619688331757956,3615,Male
71,119981,37.0,1,2.65,36.351584348487826,3616,Male
57,119996,37.0,1,8.01,28.430290182237236,3617,Male
29,29999,41.0,4,1.86,20.397897732782802,3618,Female
44,70007,58.0,10,8.04,42.44922595537077,3619,Male
33,70003,73.0,10,3.52,50.09596855150869,3620,Female
25,29999,55.0,1,8.42,18.93283651456038,3621,Female
50,70000,69.0,6,3.13,46.3316606220497,3622,Female
43,70001,71.0,1,11.22,44.49480449034949,3623,Female
31,29993,62.0,9,5.89,18.879168352545353,3624,Male
22,30009,47.0,5,1.59,20.617095667504806,3625,Female
28,30006,58.0,10,1.38,12.294834654497686,3626,Male
35,70005,67.0,1,7.18,43.334897758483514,3627,Male
63,120005,42.0,9,2.89,36.49008421731402,3628,Male
71,120000,18.0,1,5.27,28.570382070321983,3629,Female
66,120000,26.0,3,3.18,28.310049719854845,3630,Female
48,69998,75.0,10,5.04,50.758366190088346,3631,Male
38,70009,63.0,7,22.32,57.838658056490914,3632,Male
34,29997,46.0,6,6.58,24.558750619861325,3633,Female
32,29993,35.0,6,12.0,26.19473176469719,3634,Female
40,69998,51.0,1,13.37,63.84957521311489,3635,Male
22,30004,48.0,5,3.13,10.401634219011719,3636,Female
67,119994,21.0,3,1.29,51.23095203682507,3637,Male
70,119998,25.0,10,3.18,26.260323777413284,3638,Female
63,119979,30.0,1,14.58,41.613039155519395,3639,Male
26,29994,62.0,6,3.55,23.62883311949346,3640,Male
46,70003,69.0,4,16.14,49.27414327562288,3641,Female
18,30007,60.0,10,1.32,14.22682830635578,3642,Female
60,120003,20.0,1,20.82,28.134759775749373,3643,Female
53,119999,55.0,10,12.6,45.15318107253904,3644,Female
45,69999,64.0,7,9.14,53.508869954689054,3645,Male
71,120005,27.0,10,2.24,37.02994946151066,3646,Male
45,70007,65.0,5,3.39,50.19092014579595,3647,Male
27,30008,56.0,1,6.17,16.67866067520709,3648,Female
29,29997,65.0,1,1.61,17.173035148572993,3649,Male
22,30000,48.0,1,2.62,26.32457947486151,3650,Female
70,119988,38.0,1,15.55,37.6452892138954,3651,Male
64,120002,24.0,10,14.35,48.7395727926674,3652,Male
63,120007,15.0,1,20.2,9.735324732259372,3653,Female
18,30004,56.0,10,3.0,23.494598425403943,3654,Female
34,70011,88.0,10,11.85,48.72831888630905,3655,Male
68,120015,35.0,10,18.8,28.617107690407547,3656,Male
18,29999,56.0,5,10.65,22.264707965689094,3657,Female
27,29987,50.0,1,10.01,34.71376323002718,3658,Female
64,120020,42.0,3,10.98,55.35577506736377,3659,Female
47,69999,77.0,2,3.31,48.58723526193318,3660,Male
26,30002,57.0,1,2.44,17.73654925745233,3661,Male
43,70008,63.0,1,10.65,56.41115459026706,3662,Female
51,70001,83.0,10,18.38,55.564003843577844,3663,Female
74,120001,32.0,10,20.93,44.75992162894331,3664,Male
44,69997,70.0,3,0.39,49.369654820547865,3665,Female
28,69990,80.0,10,5.27,51.29834571699652,3666,Male
18,30001,55.0,6,6.63,21.785326872301923,3667,Female
69,119982,33.0,1,11.9,56.1673577565959,3668,Male
68,119973,15.0,1,7.41,42.02817560723998,3669,Male
31,69998,78.0,1,15.75,64.4830209211062,3670,Male
28,69996,58.0,1,3.9,47.63083903356913,3671,Female
53,70007,74.0,10,5.41,54.876447751966424,3672,Female
22,30000,49.0,3,3.49,11.909440910947506,3673,Male
27,30003,51.0,2,0.43,14.00524301003062,3674,Male
30,29999,52.0,4,4.28,18.857637280952297,3675,Male
24,30002,50.0,10,6.76,20.717939682525802,3676,Female
74,120011,24.0,8,8.59,34.093329253296176,3677,Male
53,120001,44.0,10,17.53,42.58296450749629,3678,Male
68,120003,22.0,1,1.56,20.7888440927741,3679,Female
52,69979,77.0,3,2.7,63.72153448737054,3680,Female
43,70002,81.0,1,0.2,51.4470689965268,3681,Female
51,120008,31.0,1,13.39,39.29666123333458,3682,Male
62,119992,50.0,6,14.14,51.269441022999615,3683,Male
26,30002,48.0,5,2.34,17.042558714645416,3684,Female
21,30007,46.0,7,2.06,14.915527428811995,3685,Male
54,70009,95.0,10,0.31,46.16887935606439,3686,Female
67,119999,17.0,1,11.11,38.29531421538499,3687,Male
44,70012,69.0,3,16.86,60.563384183817824,3688,Female
47,70008,57.0,3,20.58,60.26775063194976,3689,Female
39,69993,81.0,10,4.99,63.65776947963087,3690,Male
52,69987,75.0,1,7.07,57.47179457614897,3691,Male
58,70003,66.0,1,5.55,57.88153673424885,3692,Female
31,29999,50.0,10,11.31,26.50548346732811,3693,Male
56,119978,22.0,9,9.09,53.588721278585226,3694,Male
62,119993,24.0,10,5.33,44.08662533517615,3695,Male
74,120005,24.0,10,21.04,31.334110852558425,3696,Female
57,120000,46.0,9,2.53,34.86857457694964,3697,Male
64,120012,39.0,5,1.32,44.13534003163406,3698,Female
31,29994,41.0,7,4.47,11.343465951636233,3699,Male
47,69991,59.0,9,9.61,50.318794433202605,3700,Male
70,120003,32.0,8,4.0,32.873043019991734,3701,Male
68,119989,17.0,1,17.08,46.31171059483484,3702,Male
65,70001,67.0,8,14.16,49.60297288498028,3703,Male
26,30002,46.0,10,0.79,22.25074880029866,3704,Female
40,69995,68.0,7,3.43,54.317343023704886,3705,Male
40,70003,64.0,2,9.8,57.2067388398388,3706,Female
40,70005,64.0,1,5.46,40.193089829569374,3707,Male
65,69991,55.0,10,13.89,39.79444492036525,3708,Male
26,30003,55.0,9,2.14,19.266841129781987,3709,Male
52,119992,29.0,2,17.9,40.30994622762639,3710,Male
18,29999,46.0,7,6.87,14.71864796125947,3711,Male
48,69996,75.0,10,5.19,48.94279287892111,3712,Female
23,30002,51.0,9,0.58,10.697942489017528,3713,Male
23,30004,49.0,4,7.93,16.440133863705388,3714,Male
44,70015,71.0,10,7.14,41.216989693962525,3715,Male
37,70007,67.0,1,2.36,49.54300201713866,3716,Female
29,30009,50.0,8,0.08,32.26184956434362,3717,Male
22,30010,51.0,9,2.47,18.659837063361948,3718,Male
34,30000,51.0,2,5.16,16.414090496387644,3719,Male
25,29998,48.0,10,3.56,22.33234845468153,3720,Female
71,119985,41.0,6,8.98,44.56767963090312,3721,Male
37,69993,59.0,1,11.68,69.68871305468886,3722,Female
32,70007,70.0,5,11.52,36.065248201596866,3723,Male
44,70012,69.0,6,8.45,55.120565185157524,3724,Male
25,30004,50.0,4,5.64,23.02012423474776,3725,Female
52,119991,35.0,10,16.98,42.416914672620564,3726,Male
54,120010,29.0,10,20.58,32.41848455251249,3727,Female
69,120000,25.0,10,5.97,37.89601639779094,3728,Male
70,119984,35.0,3,2.67,35.62752700322925,3729,Male
29,30005,41.0,1,4.48,16.74988032796551,3730,Male
45,69995,67.0,10,2.3,56.808866978343374,3731,Female
44,70004,56.0,1,3.27,41.95896687986978,3732,Female
69,119995,20.0,4,3.13,44.56302800449598,3733,Female
32,29998,49.0,10,5.53,22.181178524005276,3734,Female
28,29996,52.0,4,9.6,15.62782175830041,3735,Female
21,30003,54.0,2,4.48,19.938507753459714,3736,Male
29,29999,46.0,7,7.53,21.05317722607529,3737,Male
43,69988,82.0,1,10.06,53.40635579237795,3738,Female
59,70003,73.0,9,4.1,42.845761348741036,3739,Female
74,119995,48.0,1,12.09,33.32939787400197,3740,Female
50,69997,72.0,10,7.08,42.68964544207174,3741,Male
21,29999,45.0,8,1.12,13.475915547835253,3742,Female
71,119978,31.0,10,21.47,51.45102464996563,3743,Male
50,119995,37.0,10,7.58,48.28792477323837,3744,Female
65,120007,31.0,1,17.76,31.91250337087333,3745,Female
27,70016,71.0,7,16.48,57.910887115132006,3746,Male
76,120009,39.0,1,7.49,45.18509740511823,3747,Female
70,119993,20.0,1,8.19,55.91527036887841,3748,Male
64,120011,33.0,9,3.5,51.52911466187623,3749,Male
36,30004,54.0,6,0.38,23.805961863507545,3750,Male
44,69992,89.0,10,6.67,67.44656095013421,3751,Male
20,30006,60.0,7,8.53,18.770758412780083,3752,Male
43,69994,76.0,3,23.61,51.743179119176425,3753,Male
46,69995,68.0,10,8.0,51.47649360849067,3754,Female
24,30001,56.0,1,5.98,17.050526217685544,3755,Female
62,120009,33.0,10,19.4,38.25695426682876,3756,Female
52,69999,64.0,4,12.15,37.11557439003168,3757,Female
37,69992,72.0,10,7.15,37.376535443453776,3758,Female
52,70013,72.0,5,9.97,29.220523870249995,3759,Male
51,70001,66.0,7,8.19,56.59040482611561,3760,Female
75,120001,27.0,8,6.12,32.64994656299189,3761,Male
59,120015,24.0,2,26.13,40.6745737068502,3762,Male
51,70007,64.0,1,8.22,57.395085582086146,3763,Male
20,30000,45.0,5,0.6,32.696908113914304,3764,Female
59,70008,81.0,7,12.58,50.733200620809136,3765,Female
24,30005,55.0,1,0.47,16.399194902140806,3766,Female
43,70009,69.0,6,21.69,39.24417115553092,3767,Male
18,30002,50.0,8,4.12,26.82070214986922,3768,Male
68,120015,24.0,8,2.76,34.6468948510341,3769,Female
60,120003,29.0,1,4.88,31.229414994327833,3770,Male
72,119985,16.0,1,2.06,30.38255182605493,3771,Female
48,70006,76.0,7,6.22,26.729100541825385,3772,Female
18,30003,47.0,10,12.96,16.16671706108326,3773,Female
41,69999,63.0,10,4.29,53.27446584803573,3774,Female
50,70013,62.0,1,3.44,47.96592859372599,3775,Female
65,120002,30.0,7,7.65,49.88003401127541,3776,Male
66,119995,34.0,10,27.07,64.05985405829733,3777,Female
18,29994,54.0,4,9.43,13.975928295312725,3778,Female
37,69998,63.0,10,4.4,57.117992342512544,3779,Female
68,119996,16.0,1,3.7,45.552408453729484,3780,Male
65,120005,16.0,10,13.4,47.81226175195501,3781,Male
22,30001,53.0,1,2.96,20.790446126615922,3782,Male
51,70003,65.0,1,14.47,28.602939630732614,3783,Female
35,70005,72.0,10,3.14,56.324236507402844,3784,Female
63,120006,16.0,1,8.28,30.310157502075043,3785,Female
62,69993,66.0,10,4.23,60.5575388634071,3786,Female
47,69992,67.0,1,1.06,48.691533481804285,3787,Male
67,120004,23.0,2,8.62,54.98387532351159,3788,Male
49,69998,73.0,1,9.31,60.388094877793705,3789,Female
30,29997,41.0,1,1.38,26.879542096494866,3790,Female
72,120011,21.0,2,9.77,50.86977491259521,3791,Male
50,70007,67.0,4,0.83,57.494560348594064,3792,Female
37,70005,63.0,1,5.75,61.641922417197996,3793,Male
49,70010,78.0,3,6.15,49.73955124622865,3794,Male
75,120010,30.0,5,5.3,34.52713836525243,3795,Female
71,120009,27.0,9,5.31,20.900455665835867,3796,Female
40,69989,73.0,1,10.73,60.37707563842538,3797,Female
80,120018,27.0,10,7.53,23.84041391133386,3798,Male
31,30009,46.0,1,6.28,18.761942317792744,3799,Female
50,69997,69.0,5,8.7,55.13442761474005,3800,Male
51,119990,31.0,1,4.54,60.994708308189594,3801,Female
35,30016,53.0,4,5.67,24.43827712936918,3802,Male
23,30000,55.0,8,3.26,18.69675575052539,3803,Female
70,119999,18.0,1,2.83,47.90813583210944,3804,Female
79,119984,23.0,8,3.33,38.451069013002666,3805,Female
77,119997,38.0,1,2.02,35.362114254600556,3806,Female
38,70006,69.0,1,1.87,61.20905789122186,3807,Male
27,29996,49.0,10,3.92,9.534109888044204,3808,Female
21,30008,46.0,1,1.96,17.341121495191814,3809,Male
48,69997,71.0,9,11.97,37.78271173297535,3810,Male
61,120004,41.0,10,19.18,43.339640130584655,3811,Female
60,120012,21.0,6,9.07,47.592653484804835,3812,Male
28,29990,48.0,10,0.84,16.980808512534068,3813,Male
78,120015,36.0,1,4.4,53.407515169835804,3814,Female
39,70002,76.0,10,10.82,49.725101026464166,3815,Female
58,120009,18.0,1,4.3,52.88210003200401,3816,Female
80,119997,29.0,1,4.58,33.44037646167882,3817,Male
20,30000,51.0,4,4.94,24.102884058344735,3818,Female
23,30006,45.0,6,10.27,16.466891220218507,3819,Male
43,69992,63.0,1,7.12,43.10288974037063,3820,Female
31,70008,67.0,3,17.82,51.358098899576035,3821,Female
63,120011,34.0,3,14.12,45.44258029673259,3822,Female
18,29998,40.0,9,7.33,20.142287905915794,3823,Female
73,119993,23.0,10,15.32,44.600096664610476,3824,Female
30,30000,60.0,1,0.42,19.36740551523025,3825,Female
49,70012,71.0,10,9.7,46.39214870236963,3826,Female
18,29994,55.0,9,4.82,11.394612395197653,3827,Male
37,69992,73.0,10,12.44,46.9716571699563,3828,Male
41,70011,67.0,5,5.71,48.05645778678156,3829,Female
32,29993,53.0,1,4.08,21.092670212054728,3830,Female
63,119973,32.0,3,9.16,55.058062998813746,3831,Female
63,120001,12.0,8,18.4,38.47334939882169,3832,Male
22,30009,54.0,2,6.16,24.86277224813365,3833,Female
66,119992,32.0,10,11.04,41.538674932185764,3834,Female
32,29999,44.0,4,0.61,22.20409899452858,3835,Male
27,29997,51.0,5,1.74,22.389059231346923,3836,Female
20,30005,45.0,1,1.55,23.79750018758061,3837,Male
66,119999,35.0,1,14.47,41.51095514137607,3838,Female
37,70005,68.0,10,10.0,26.13966470077295,3839,Male
65,119988,30.0,1,25.12,28.133871881529114,3840,Female
18,30000,52.0,5,4.79,13.29138878321843,3841,Female
69,119993,34.0,3,24.7,35.73381793690379,3842,Female
41,70002,60.0,1,7.46,44.97228013998828,3843,Male
31,30003,57.0,4,7.31,22.15181320753249,3844,Male
45,70004,67.0,10,2.5,59.79136161293534,3845,Male
49,69991,78.0,10,0.8,52.31609525252412,3846,Male
55,119985,15.0,1,24.16,38.5486637818498,3847,Female
27,30000,50.0,1,12.06,12.683031857473853,3848,Female
19,30005,50.0,3,3.12,7.612469406854917,3849,Female
54,69996,73.0,2,21.21,48.23094934249024,3850,Male
25,30006,53.0,10,7.79,20.767739882119578,3851,Male
68,120018,28.0,1,12.07,32.04913528603895,3852,Male
39,69999,60.0,7,6.49,47.137571201030816,3853,Male
26,30000,48.0,1,2.52,13.577055842911598,3854,Female
28,30005,51.0,4,3.35,21.044596367388774,3855,Female
61,120005,22.0,1,14.1,61.66449128316362,3856,Female
68,120003,23.0,10,6.68,41.31224943946693,3857,Male
66,120006,33.0,1,7.14,46.52779549084244,3858,Female
47,69987,64.0,1,6.42,61.73068626190167,3859,Female
48,119991,42.0,9,13.37,46.965451291541065,3860,Male
54,120007,35.0,1,4.69,35.75251474855322,3861,Female
72,120005,28.0,1,8.53,45.54288765006624,3862,Female
25,30004,44.0,6,7.23,19.986458365758253,3863,Female
65,120004,39.0,1,4.85,50.51579119523094,3864,Male
60,120016,29.0,2,25.04,35.04720215334623,3865,Male
47,70006,65.0,8,4.84,63.29893335688388,3866,Female
28,30008,56.0,1,7.95,27.626516460372958,3867,Male
65,120001,18.0,1,8.25,25.464377286776642,3868,Male
40,70001,67.0,4,0.22,40.249707015008774,3869,Male
59,70003,54.0,4,8.51,48.17626983956966,3870,Male
48,69997,62.0,4,3.0,53.40444790953497,3871,Male
43,70003,65.0,8,15.56,48.70517088079417,3872,Male
25,29997,51.0,4,3.0,17.444011007193076,3873,Female
79,120006,23.0,1,14.17,50.33114801548378,3874,Male
76,119992,32.0,6,6.79,33.61677406014134,3875,Female
68,119997,43.0,2,13.59,55.62493495116699,3876,Female
19,29990,50.0,1,16.13,19.156140302810453,3877,Female
38,70004,74.0,1,18.05,40.71734193836228,3878,Male
52,70015,68.0,10,10.63,54.91961640512316,3879,Male
31,30006,43.0,9,2.73,17.245090982308753,3880,Male
26,29984,54.0,10,2.8,20.419907887473773,3881,Male
31,29996,59.0,1,5.17,22.377153412633117,3882,Male
28,29998,54.0,1,6.66,16.804303911074797,3883,Male
32,30001,47.0,4,11.23,18.824175608744515,3884,Male
61,119990,48.0,1,13.56,33.71792100255415,3885,Female
74,69999,76.0,10,4.43,49.08046491523777,3886,Male
21,29996,61.0,10,8.93,17.17370630394798,3887,Male
33,70009,66.0,4,3.22,34.39543114295837,3888,Female
52,119997,37.0,1,27.85,11.19276502392557,3889,Female
18,29999,62.0,9,2.9,18.68554585395866,3890,Female
68,120001,19.0,10,5.41,17.9381490993436,3891,Female
51,70007,73.0,1,5.53,47.77465141156903,3892,Male
76,119985,41.0,1,17.34,54.53597321786472,3893,Female
65,119996,31.0,1,6.76,20.287937666478708,3894,Female
45,70004,72.0,10,4.57,60.225158417377244,3895,Female
59,119997,35.0,2,2.33,46.23792700058545,3896,Male
24,30001,52.0,5,11.8,20.32584170541601,3897,Male
56,120001,56.0,1,15.77,41.774530837452986,3898,Female
42,70000,87.0,10,1.47,50.224831231216825,3899,Female
68,119985,22.0,4,10.86,44.00707466432961,3900,Female
21,30002,48.0,9,10.42,6.972116221557336,3901,Male
27,69994,82.0,1,19.33,38.74542070577275,3902,Female
80,120013,28.0,1,0.29,30.624010348878194,3903,Male
65,120008,32.0,1,1.37,35.98093403795241,3904,Female
31,29998,49.0,7,10.37,22.043053737819587,3905,Male
69,119988,31.0,1,14.05,45.81848467884481,3906,Male
30,29997,48.0,2,1.34,27.131171290398825,3907,Male
47,69999,50.0,4,3.39,53.94827449049202,3908,Male
71,119994,26.0,1,12.08,38.22222828861795,3909,Female
66,120000,33.0,1,2.5,33.73482894046574,3910,Female
54,120011,37.0,1,18.45,43.08818048149418,3911,Female
42,70006,58.0,10,5.01,61.62492389029791,3912,Female
36,69999,55.0,5,17.56,37.952107832049656,3913,Female
21,29996,46.0,1,4.71,24.473287258460026,3914,Male
32,29998,48.0,1,0.86,24.82384947151223,3915,Male
25,29993,44.0,5,0.98,13.435435116208804,3916,Male
23,30002,62.0,2,3.73,15.275597494379923,3917,Female
28,30007,44.0,2,7.23,21.439971562135,3918,Female
60,119999,24.0,10,6.86,30.20727408708359,3919,Male
77,119982,28.0,4,13.9,61.53591280203706,3920,Male
44,69998,64.0,3,2.31,31.648971412029066,3921,Male
34,70011,81.0,8,0.02,45.74705650830764,3922,Female
26,30000,56.0,7,0.28,25.23924528444875,3923,Male
62,119980,22.0,10,18.59,47.93775437080425,3924,Female
64,120006,40.0,1,0.63,46.91882293927278,3925,Female
28,29997,43.0,4,10.58,25.73243579366519,3926,Male
66,119981,28.0,1,5.04,58.41183157788315,3927,Female
23,30005,57.0,9,5.15,21.898198241929826,3928,Male
49,70011,70.0,4,9.1,63.94837912751753,3929,Female
80,119991,30.0,10,16.1,38.59034360826432,3930,Female
32,29998,58.0,7,2.92,15.56099309831173,3931,Male
21,30001,42.0,4,10.58,19.100222254098124,3932,Male
35,70016,68.0,9,13.3,34.29683834768055,3933,Male
30,30001,52.0,1,1.4,28.99362509175656,3934,Female
21,30001,48.0,6,10.55,23.028031163156566,3935,Male
22,29994,54.0,7,3.54,21.93685740316495,3936,Male
25,29997,51.0,9,5.08,21.49823843918674,3937,Male
71,119996,27.0,2,4.41,35.42276192439336,3938,Female
49,119992,20.0,5,25.23,42.486991552528174,3939,Male
60,120000,38.0,1,17.44,25.340910773263094,3940,Female
52,70021,68.0,6,10.48,47.72518800207687,3941,Male
25,30001,51.0,2,2.77,21.36797286630839,3942,Male
52,69997,78.0,10,0.54,52.519427747555376,3943,Male
78,119990,26.0,1,12.2,29.245361055768413,3944,Male
23,29995,55.0,8,7.13,11.368930190210552,3945,Male
51,120008,31.0,1,3.2,39.31624644963815,3946,Female
57,119991,21.0,1,5.08,43.806185489196686,3947,Male
68,119980,52.0,6,19.17,26.223176867837154,3948,Female
42,70016,67.0,2,5.2,44.17584875591542,3949,Female
36,69994,76.0,4,2.74,50.65863214500292,3950,Female
52,69996,70.0,5,19.03,41.69665357636619,3951,Female
61,120009,21.0,10,22.28,43.69828575155192,3952,Male
27,29992,55.0,3,2.53,26.62898323771095,3953,Male
66,120001,5.0,10,7.29,47.549323998094806,3954,Female
25,30005,48.0,5,2.92,23.41662255758046,3955,Male
70,119993,19.0,4,12.82,39.93602414039307,3956,Male
