education_level,experience_years,hours_per_week,age,gender,marital_status,location_index,income
18,1,48,43,1,1,0,46421.34134551187
18,34,24,44,0,0,2,93968.37778643916
16,35,57,55,1,0,3,98899.54558911067
20,16,30,46,1,0,1,81663.95457924952
15,27,51,50,0,1,2,70659.86892833568
14,27,27,45,0,1,4,74491.84551988823
15,21,39,48,1,0,2,78610.04006984492
16,37,53,36,0,1,3,97018.0312926649
17,6,27,43,1,1,1,50362.33719358587
14,14,21,46,0,1,2,60096.501037817034
13,31,40,28,0,1,1,73716.0706829006
15,10,34,58,0,0,0,57452.89473914547
16,23,25,49,0,1,4,74392.03200409509
15,2,24,38,0,0,0,37615.05823987855
14,29,22,55,1,1,4,78331.46694402213
19,5,35,51,1,0,0,56602.91868951209
15,1,54,57,0,0,1,40578.44464941725
13,13,28,39,1,1,1,54997.95047468826
13,17,54,44,0,0,0,58561.2399113425
12,30,38,25,1,1,3,78185.77192274485
15,12,53,57,0,1,0,55562.827438299275
20,25,58,63,0,0,2,88002.29497314044
18,11,29,48,1,0,3,58053.095345042566
18,17,29,18,0,0,1,61587.42825585812
18,8,39,56,1,0,0,66133.33847188386
19,20,20,51,0,1,3,77599.9958139972
12,39,25,64,0,1,2,81570.84096432921
19,23,21,41,0,0,4,80092.78992866747
15,33,57,45,1,0,1,95424.85958939872
15,7,52,21,0,0,3,41133.51881589742
15,32,22,35,1,1,3,89400.23211490807
17,22,55,46,1,0,3,78971.60076965926
18,12,32,40,1,1,0,53014.040821945644
17,13,54,54,1,1,1,62228.28713310602
12,13,34,44,0,0,1,50030.21151939554
19,15,41,33,0,1,0,61313.467471177966
18,37,23,62,0,1,0,95426.59946627587
17,38,36,44,0,1,0,99763.37865655829
17,25,24,26,1,0,2,79560.906464046
16,25,40,22,1,0,3,80521.5892423196
17,0,43,25,1,1,2,39831.55949284143
20,31,50,35,0,0,1,100395.81187491691
20,14,59,52,1,1,0,71840.16345438478
19,20,49,23,1,0,3,75652.44097639032
20,17,26,60,0,1,4,74999.63002584073
19,29,26,40,0,0,3,91141.19100431737
19,12,46,63,0,0,4,69860.41759171052
12,23,43,43,0,1,3,66502.4665264415
16,29,38,56,0,0,0,88442.88459393577
15,1,53,41,0,1,4,42285.91025906338
13,18,41,27,0,0,4,65435.44684489829
19,24,46,32,1,0,1,89646.22787928145
14,13,25,55,1,0,3,54939.96944630795
15,5,29,37,1,0,2,43786.034719181545
18,11,50,46,0,1,2,57461.50759594713
20,19,44,23,0,1,1,71198.37989593265
13,22,21,26,1,1,1,68701.72042531698
14,29,29,22,0,1,1,80633.67963420798
15,29,29,56,1,0,0,72637.40775633127
12,37,45,36,0,0,0,81729.39962823369
18,29,24,22,1,1,0,92041.26775775508
13,29,41,37,1,1,0,73789.07787506116
16,35,23,28,0,1,1,88891.32665592605
12,33,53,44,0,1,1,83698.02840004725
14,15,26,46,0,0,0,57547.8168815768
13,23,36,24,0,1,0,59185.313368642
12,13,30,20,1,0,4,52670.64166209542
18,25,27,22,1,0,3,66514.05220978329
16,7,47,30,1,0,4,50095.49525218963
12,13,52,33,1,0,3,52617.759590189125
17,30,44,29,1,0,0,78530.90201654604
16,1,40,56,1,0,0,46246.94528808227
14,3,31,44,0,0,0,34512.79415383939
18,0,45,62,1,1,4,58109.41005663132
20,19,48,50,0,1,1,80521.82045801729
20,13,57,32,1,0,3,69595.51022421801
20,39,54,38,0,1,4,113876.79485208502
13,24,56,61,0,0,0,64063.7242421044
14,24,48,34,1,1,1,74593.10108064007
18,2,43,54,0,1,4,44581.28529861445
16,4,34,32,1,1,3,51605.4957468329
13,37,25,37,0,1,0,85149.14541054469
14,25,51,36,1,1,3,66498.81059092877
17,39,53,18,0,1,0,92846.18523762898
18,37,55,21,1,1,0,100135.10662217425
20,37,39,20,1,1,2,105574.91910715251
12,3,31,25,1,0,3,28834.260002054154
18,6,54,58,0,0,1,46358.5929230861
19,29,57,61,1,0,0,90869.87991889533
14,29,36,22,1,1,1,87018.44477397294
15,18,46,26,1,0,4,64736.71306308861
17,38,36,18,1,0,0,98090.64746206277
18,34,30,60,0,1,0,82053.40285760468
15,39,58,47,0,0,0,111536.7184285002
19,32,21,24,0,0,1,85166.18280264817
16,32,21,39,1,1,2,88553.43923576301
12,13,48,37,0,1,3,44531.35658357556
15,37,43,46,0,0,0,95491.12701006036
14,9,43,44,0,1,3,48877.62795520107
20,27,35,42,0,1,3,91082.817042739
19,13,50,63,0,0,3,68106.93625958331
12,35,28,52,0,1,1,86977.85664377152
17,37,46,44,1,0,3,105895.42329525898
20,15,33,28,1,1,4,65235.19885731583
18,20,44,34,0,1,1,82594.632380656
15,27,41,48,1,0,1,76510.90375803353
12,32,54,35,1,1,4,86713.90943445811
13,5,52,36,1,1,2,39993.57013844128
16,14,46,55,1,0,2,64982.93384269116
16,2,59,46,1,1,0,44151.468328799696
19,34,45,32,0,1,2,107810.94399782081
17,13,38,24,0,1,0,55771.89327520635
19,1,58,54,1,1,3,61192.969124661606
13,28,45,54,0,0,0,71722.07697534635
14,3,25,24,0,1,2,46787.06172901261
17,25,22,39,0,1,0,82179.74751527041
14,11,25,29,0,1,1,48626.12870357634
17,1,47,25,0,1,2,43209.45605176558
17,16,22,35,0,1,0,64272.11341434169
13,34,32,45,0,0,2,85204.82010755652
18,9,32,35,1,1,4,61809.70792597351
13,21,32,48,1,0,2,67517.68637293648
17,20,20,34,1,0,4,67501.15524966306
12,14,59,40,0,0,0,51431.34201696837
14,34,56,28,1,0,4,92023.96075226428
13,20,50,32,0,1,2,60056.60068220552
18,20,36,47,1,0,1,72401.43296362896
15,20,28,48,1,1,4,73576.2527649091
19,31,32,23,0,1,2,92640.23657075244
17,4,56,29,1,0,1,48140.33693628022
15,38,33,40,0,0,3,100668.53264673341
16,8,30,56,1,1,4,60618.60700052047
20,17,44,57,1,0,4,75301.46099273687
18,20,50,53,0,1,0,79049.93161099438
20,7,33,52,1,0,3,56569.381045723334
18,33,26,20,1,1,0,92495.94271398638
12,9,43,59,1,1,0,49264.23471828432
19,23,55,45,1,0,2,83999.64686614934
15,39,22,32,1,0,0,92918.51634237161
14,23,45,30,0,0,4,72475.5302775309
18,31,45,36,0,0,0,89798.05947391789
14,32,20,57,0,1,1,72379.19118490456
19,37,34,35,0,0,4,109413.49830851096
17,33,30,48,0,1,2,95364.86816983993
16,10,56,54,0,1,0,55108.77201621832
15,30,26,38,1,1,1,87569.81712856659
19,17,31,56,0,1,1,69665.36464030635
19,22,57,22,0,0,4,67839.37774914147
12,21,22,34,1,0,0,63103.191035395335
20,17,45,36,1,1,1,67032.29914621524
16,39,49,21,0,1,0,90887.24633332656
15,38,51,43,1,0,4,93902.07799474268
17,19,55,41,1,0,3,74850.35917856889
17,12,56,56,1,1,1,65104.56058997422
13,0,37,55,1,1,2,42279.99366673331
19,3,20,63,0,1,0,43877.9702854367
18,23,40,36,0,0,4,76513.80502967304
12,35,47,47,1,0,4,95175.378535944
16,35,35,43,1,0,2,96448.0131905032
17,1,47,28,1,1,3,47579.2610001456
15,27,41,56,0,0,0,78892.11974205711
13,25,38,20,1,1,3,74503.01591103626
15,22,20,39,0,0,4,71068.7614291946
12,14,50,34,0,1,1,54414.40990734866
18,35,53,28,1,0,3,101432.99982401375
13,26,59,64,1,1,1,73661.97494971831
13,5,25,56,1,1,2,44320.1659486243
20,34,47,64,1,1,4,95379.12332371862
16,38,22,44,1,0,1,96443.3257959159
13,37,50,60,1,0,0,89789.69690254261
20,34,35,46,1,1,4,106556.37946297316
20,35,36,29,0,1,2,93334.79278464467
12,9,46,30,0,1,0,45970.81697512082
14,29,43,28,0,1,4,84428.28806317737
15,37,39,48,1,1,3,100559.91032550145
18,28,51,28,0,1,4,85379.22388250801
15,38,54,58,0,1,0,95765.56502218505
13,3,32,60,1,1,1,42778.958345994215
18,4,39,53,0,1,1,45570.067652150945
17,3,21,19,1,0,4,43682.47111460929
14,35,23,40,0,1,4,84946.71071272093
17,15,46,53,1,1,2,59195.50298814819
17,24,44,31,1,1,3,87809.69207720157
16,13,23,54,1,1,2,61150.26098970623
15,10,51,44,0,0,2,49777.96161842994
12,28,36,29,1,1,1,62387.98415286472
17,33,20,46,0,1,1,91981.80904456254
13,21,52,23,0,1,0,57214.27627775074
14,13,49,61,1,1,2,56832.96810221588
19,23,24,64,0,1,0,80281.48050831359
17,38,31,40,0,0,4,93887.76998555406
14,25,57,27,0,1,0,82123.39217702477
18,35,51,51,1,1,1,94749.85212373367
15,38,57,61,0,1,2,93272.14746897233
20,15,36,29,0,0,1,70255.93899950544
16,37,59,49,0,0,4,98339.48994117812
14,31,51,43,0,0,3,94791.60622901154
13,5,43,24,0,0,2,48162.66189925764
13,33,31,49,0,1,1,91224.30946009359
14,7,50,50,1,1,3,53848.759423467156
13,29,38,35,1,0,4,83256.64432702516
15,26,48,52,1,0,3,79200.48113485648
13,6,40,37,1,1,1,47541.68386923785
20,26,45,48,0,0,1,84743.30647920773
13,24,47,22,0,1,4,71106.59297706955
20,14,36,49,0,0,4,64370.47564330748
17,24,28,64,0,0,3,77821.51850537525
12,21,40,59,1,0,3,70117.18003839137
15,17,53,36,1,0,1,70845.1892697443
12,11,30,18,0,0,4,49995.03517478217
17,22,39,24,0,0,0,79688.50295268609
15,38,58,39,0,1,4,92129.03898483509
14,24,35,51,1,1,2,77102.86080327377
14,9,48,27,1,1,2,46965.09797213565
20,29,20,64,1,1,4,97016.31054767135
17,9,37,59,0,0,3,53952.86481160134
20,33,41,43,0,1,2,96091.46558825746
16,12,27,49,0,0,1,61592.202700092545
13,28,26,59,1,0,1,78238.7173819288
19,37,44,44,1,0,1,98945.6060867184
16,8,49,29,1,1,4,47980.51879459719
13,12,53,57,0,0,2,50872.19313175878
15,36,30,40,1,0,3,92946.98353910516
20,13,34,31,0,0,1,60015.22751899463
15,36,54,51,0,0,3,96811.30996703354
15,8,42,34,0,1,1,44634.0741720687
13,7,40,23,1,0,4,45178.546610749414
17,38,47,44,1,1,1,103051.16524018234
13,39,32,25,1,0,4,91073.35267946986
18,2,53,50,1,1,2,56505.72523499372
14,39,57,52,1,1,2,101103.42461095273
14,32,25,64,1,1,3,82579.48494944895
16,31,23,34,0,1,1,79063.55941079729
14,6,24,43,1,1,2,53504.337925081294
13,18,59,24,1,1,0,67814.4728533854
20,33,25,63,0,1,0,95759.64674749639
13,13,40,41,1,0,3,57326.78809504351
13,18,47,42,1,0,2,62021.01549223888
19,25,22,52,0,1,4,88418.87308240676
20,16,42,43,1,1,0,73962.29798630318
18,27,27,22,0,1,2,72780.11978473354
14,18,38,64,0,0,4,72433.07356161365
20,26,30,55,0,0,1,93853.27846761644
14,18,29,52,1,0,2,62086.26212360743
16,32,47,47,0,1,1,91213.51936151383
20,6,39,42,1,1,0,63185.64007053872
14,28,47,41,0,1,1,96165.9031974103
18,4,48,47,1,0,0,54192.857687442156
12,29,27,37,0,1,3,77508.57238254724
15,7,38,20,1,1,3,53804.93864706964
15,11,40,49,1,1,0,60715.78838984317
18,12,37,25,1,0,4,66158.23679917245
19,25,28,64,1,1,3,80574.83620722542
12,17,23,40,1,1,4,60184.895628831924
16,19,44,63,1,0,4,75211.83897075032
18,15,53,33,1,0,4,62896.187301468184
15,36,28,52,1,0,2,96540.25908247093
15,2,28,42,1,0,2,35911.63933403791
15,26,37,32,0,1,4,85157.52949142538
17,14,30,25,0,1,0,56499.69299435644
18,33,32,51,0,1,3,100100.44413380318
13,21,57,42,0,0,1,63835.17659933236
16,39,28,61,0,0,2,105892.49177128973
15,22,35,36,1,0,2,78704.53357341034
14,3,23,60,0,0,1,43123.205397541315
18,22,53,30,0,1,4,76850.0698887791
17,8,26,63,0,1,1,56947.453221023185
18,23,34,29,0,0,4,75374.99809315852
16,20,57,32,1,1,2,67463.78579624019
17,15,30,40,1,1,1,62331.868923182745
16,24,51,57,0,0,0,77403.44131159838
18,25,46,19,0,1,3,79037.00220385152
13,8,49,57,0,1,3,48742.8425447006
16,14,36,40,0,1,3,59611.694105452836
17,38,55,22,1,0,1,100030.81553616411
17,32,38,51,1,0,4,92543.17481108216
16,0,26,27,1,0,2,31575.183899191245
18,4,40,44,0,0,3,51436.58271767527
19,8,47,59,1,1,1,57630.31767645982
18,5,22,21,0,0,3,44954.56928071425
16,27,33,21,1,1,4,77219.63060637066
12,25,21,25,1,1,0,67972.98036141903
16,27,48,23,0,0,0,81145.59405878246
13,39,37,42,1,0,2,94601.80010478386
16,14,56,44,1,0,0,66761.70775444745
16,5,43,64,0,0,0,48924.08949247028
13,26,31,57,1,1,1,75516.00896888564
16,37,51,37,1,1,1,93487.5313052042
15,3,37,44,0,1,2,46089.397408563986
12,10,32,24,1,0,2,45799.03004259324
14,20,23,40,0,0,1,67329.41117547308
12,29,42,37,0,0,0,74176.79450283785
16,17,29,51,0,0,4,67294.78351283338
15,34,24,46,0,1,0,83633.56259530173
18,2,59,61,0,0,0,48984.85707414488
16,11,33,22,0,1,4,67025.95809135714
15,26,53,44,0,1,2,70460.40123110857
13,29,47,29,0,1,1,75446.80657050923
15,20,27,34,0,0,2,70734.50888021868
13,37,35,54,0,0,2,87144.43924372876
19,20,50,51,0,1,2,79530.98976315938
14,37,26,47,0,0,1,90063.77381308176
20,39,22,53,0,0,2,110590.98837997804
15,14,48,23,1,0,2,58816.57964547587
17,17,55,49,0,1,3,63287.925210511225
16,28,58,49,0,1,0,92665.85823785304
12,37,23,26,0,1,3,85837.99392234527
20,20,28,39,1,1,1,78913.01785479784
12,16,36,27,0,1,4,54791.03272081228
19,17,39,46,1,0,4,75711.04236467961
20,36,33,28,0,0,3,106553.78888052343
20,37,48,45,1,1,3,106774.70124039635
12,11,32,19,1,1,3,44924.5780885579
13,10,55,38,1,1,0,44513.78337528613
12,19,36,48,1,1,1,68012.67173871107
13,8,23,58,1,0,2,45135.62439907355
19,0,39,34,0,1,3,49981.66648808124
16,2,30,44,0,0,0,44982.22198981846
18,20,41,47,0,1,4,76033.4082533849
13,22,27,58,1,0,4,69747.38652323095
19,8,47,25,1,0,4,60558.4825595148
17,18,49,54,1,0,3,77349.33050801561
19,18,52,22,1,1,4,72188.31931297318
12,22,52,43,0,1,4,67923.4070922264
12,26,55,23,1,1,4,76104.69103840861
18,26,46,33,0,1,2,85707.26709405913
19,38,39,18,1,0,4,107247.48837197342
14,35,52,26,1,1,0,82631.70893402642
16,11,44,38,1,1,3,57906.83733100518
12,26,38,24,1,1,2,73660.7398693889
18,33,40,60,1,1,2,90696.73621046242
16,32,52,32,0,1,3,99142.91729861771
19,27,22,41,1,0,4,80036.49707757853
19,30,33,22,0,0,4,85182.26678070902
20,31,34,55,0,0,1,91429.51955264478
18,19,52,46,1,1,4,73546.48771980172
12,39,41,63,1,1,0,95647.10789812334
14,34,20,63,1,0,4,90266.26656586227
19,30,50,28,1,1,3,89393.53143082088
14,30,54,21,1,0,4,94254.08091338315
19,37,39,27,1,0,3,106411.44821200764
12,21,51,51,0,0,2,67380.68156791475
16,8,31,21,0,0,1,53078.95798122956
15,8,35,27,1,0,2,52055.82072366855
16,14,27,50,1,1,3,64277.024359470466
19,12,33,63,0,1,1,68062.06384260886
15,21,37,35,0,1,2,69699.35374500736
15,15,49,29,0,1,4,66374.65889175457
14,31,52,40,1,0,4,87097.6847041652
18,1,53,61,0,0,1,46993.3386137
14,25,53,42,1,0,2,84718.58168120627
14,13,26,54,1,0,0,55837.10216240256
16,37,25,21,0,1,0,90945.83066229321
16,33,25,30,0,0,0,82106.47804317449
17,7,41,35,0,0,2,47808.10833241311
19,35,27,46,1,0,2,99497.24655110574
17,20,56,61,1,1,2,75570.44508612056
12,27,34,47,0,0,3,70057.972718941
19,5,45,55,1,0,0,61868.42758525169
19,19,58,45,0,0,0,81109.08592600774
20,30,22,24,1,1,0,85639.21836116159
20,32,29,41,0,1,3,95063.08577564696
13,6,22,58,1,0,3,36823.62202704035
13,7,49,27,0,1,2,42999.30931710173
14,8,41,54,1,1,0,46521.40326673662
12,1,22,44,1,0,0,31415.969175243943
15,16,20,38,1,1,4,58907.59040439477
15,36,52,53,0,1,4,87874.5742676424
20,16,38,60,1,0,4,73645.15376561583
20,37,55,46,1,0,3,114074.88215947364
20,34,53,24,0,1,2,96942.57515094809
18,38,50,30,0,0,1,110797.41819480443
13,29,43,62,1,1,0,76071.55707966801
16,5,31,40,1,0,4,49998.43644932176
15,3,32,42,0,1,0,43175.48537599748
19,36,35,58,1,0,0,95930.79996061766
13,34,35,62,1,1,0,78683.28651989394
17,8,39,30,0,1,2,59629.57412159095
16,5,46,54,0,1,0,54393.57901977342
13,12,58,47,0,1,2,62424.83667669496
12,21,32,43,1,1,1,60247.46096265421
19,27,23,29,1,1,1,87165.48879834269
13,29,51,18,0,1,3,78834.28228891798
18,35,59,35,0,1,0,97207.49507627559
20,1,53,38,1,0,4,51721.86519850865
20,35,58,41,0,1,3,108057.18854214078
19,7,36,34,1,0,3,71065.86268394535
20,8,43,59,0,0,1,63103.5438391416
13,0,48,26,0,1,4,37071.3935242704
17,12,47,57,1,0,0,58980.361712040474
15,14,41,45,1,0,0,63065.72092650857
15,31,47,32,0,0,1,72168.46861567734
16,33,44,30,1,0,2,89037.71001765973
14,30,22,45,1,0,1,82322.4193012793
12,13,32,34,0,0,4,53447.789613764966
19,13,50,26,1,1,2,67000.68099890258
16,28,32,38,1,1,4,75326.64715419323
14,18,37,47,1,0,0,70942.12588944401
18,26,56,28,1,1,2,86888.33430042064
18,8,53,47,0,0,4,59744.64708824578
12,36,36,53,0,0,0,92133.89466902864
20,36,40,42,0,0,4,110205.07311011534
13,27,55,24,0,1,2,74747.25098054348
16,23,59,37,0,1,0,74565.27033615706
16,27,38,52,1,1,4,87125.73021422443
19,35,31,27,1,0,3,105032.88420348642
19,17,47,52,1,1,2,80190.02134563276
18,24,30,18,0,1,2,73509.75001592432
18,34,56,31,0,0,2,91046.59880754066
17,3,47,62,0,1,0,44341.56722161836
17,13,54,22,1,1,2,66301.85817135862
20,38,34,57,1,1,4,107339.14393892726
17,25,35,61,1,1,3,85964.4786607136
13,7,26,55,0,0,4,39816.0304160783
13,23,22,51,0,0,4,65444.46048907534
16,15,50,41,1,0,2,67635.92358184032
15,19,31,21,1,0,3,58645.7510630691
13,14,27,44,1,0,3,65219.875995806084
14,6,44,22,0,0,3,50813.637400306165
18,16,54,60,0,1,3,79725.62239796775
19,21,31,30,1,0,1,80543.81663957358
17,21,40,57,1,0,3,67796.54343554938
16,11,45,38,0,1,2,63560.17885918593
12,17,21,54,1,1,3,63156.427279407384
19,14,33,49,1,0,4,68341.41999708553
14,36,23,55,0,1,1,87641.59550977385
17,15,36,48,1,1,4,72145.94020839989
14,4,24,49,1,0,2,34794.49607199673
18,1,43,32,1,1,2,51855.508015408996
18,27,26,47,0,1,3,82238.94438061853
20,26,42,60,1,0,2,91221.58480061822
16,30,36,24,1,0,1,85219.6890874387
19,35,31,55,0,1,4,94534.77306976418
19,0,30,48,1,1,2,39662.259474252045
12,28,30,61,1,0,2,77528.92287155164
16,0,53,43,0,0,1,41185.68473532222
14,7,56,53,1,1,0,51240.15673460416
12,15,48,63,1,1,0,52767.615017115466
15,27,55,60,1,0,1,86879.2816732227
19,21,46,43,0,0,2,85001.15792956685
14,17,41,61,1,0,1,62797.9850556562
13,21,21,19,0,1,1,56541.422068465545
20,11,55,60,0,0,0,63970.95452769146
16,18,49,62,0,0,3,72416.45936352666
18,24,26,60,0,0,2,83039.05722950748
13,4,31,26,0,1,4,50237.57436864966
20,33,22,22,0,1,1,98776.10916735654
20,38,36,44,0,1,0,103357.06608743631
15,9,51,29,1,0,3,56678.79474191866
15,6,27,52,1,0,2,49910.28036849084
17,36,42,46,0,0,1,96823.12133779781
17,14,57,33,1,0,0,72654.71779195176
12,23,49,36,1,1,1,65345.287490630246
20,25,34,60,1,1,4,93002.75669329251
13,25,29,44,0,0,2,74230.90073415222
16,25,57,35,1,0,2,89486.0242317231
20,9,34,58,0,0,2,52624.62418322667
15,16,49,30,0,0,2,68778.47492369189
14,13,45,47,1,0,0,51219.12198363015
18,1,33,43,0,1,4,39887.97667856084
17,12,22,23,0,0,1,51996.07141516125
19,26,55,20,0,1,0,77203.0635777627
14,8,45,40,1,1,3,57231.877682618746
16,6,33,29,1,0,2,57095.300244703525
15,9,50,58,1,1,2,52516.88378248183
15,8,33,58,0,1,1,50096.87978710288
15,21,59,32,1,0,2,78013.06029387563
19,22,29,18,1,0,2,86094.71691684879
17,6,28,64,1,0,1,53372.792041130335
14,8,59,25,0,0,4,48506.385471018286
16,26,37,48,0,1,0,71941.19984894703
17,23,55,28,1,0,4,74048.49948595285
16,28,55,34,0,1,1,91564.07234034334
17,16,31,44,1,1,2,61581.29948862873
19,19,59,48,1,1,2,81098.67263568756
18,6,22,44,0,0,4,52312.48334555448
16,39,37,31,0,1,3,97555.36100212992
17,6,26,40,0,1,0,41538.94032692886
15,27,50,22,0,0,2,77550.33104006984
20,18,20,47,0,1,1,82121.1060667251
15,19,50,51,0,1,4,70822.20762586877
12,38,32,64,1,0,0,93150.95335436327
18,39,48,36,1,1,3,98429.66035425894
18,6,22,48,0,1,2,52377.26316382408
15,5,48,33,0,1,4,47313.397049269355
14,24,54,62,1,0,2,76150.80450904783
19,12,34,44,1,1,4,69374.00882893728
16,38,40,43,0,0,3,99761.3619699698
18,39,38,56,0,0,1,98557.72745838772
15,21,47,46,1,0,1,67926.78095745407
15,16,23,56,1,1,0,62283.53704892625
19,21,32,61,1,1,2,91086.92320242128
19,33,34,62,1,1,2,95003.64549627088
13,7,58,46,1,1,2,46557.62460896353
13,17,51,62,0,0,1,60607.00153137623
14,23,22,63,1,1,0,72896.19867175182
14,1,49,64,0,1,1,45536.14234543778
12,1,39,48,1,0,4,38980.651014210154
14,26,21,19,0,1,2,67338.09309105932
17,13,44,23,1,0,4,66685.47407052938
19,38,30,26,0,0,3,109767.47353925534
17,11,20,32,1,0,4,59078.21241315013
16,31,29,37,0,0,4,85854.78527070094
15,27,36,19,1,1,4,88677.34283722419
14,27,49,20,0,0,1,69142.73114886085
15,24,54,47,0,0,4,78627.0812146584
18,3,38,25,0,1,2,49953.76927722696
12,25,53,57,0,0,0,72834.02798338603
18,35,51,38,1,0,3,102948.06841483084
12,2,31,56,1,1,2,31600.758176246767
13,0,36,60,0,0,0,33059.274967101985
15,16,25,30,1,1,2,59894.35748647271
12,6,32,57,0,1,4,38466.539935073524
20,4,58,58,1,0,3,52307.495397071856
17,18,41,54,1,1,2,78649.03600293273
12,38,30,49,0,0,3,90830.46988087034
12,33,26,31,1,1,1,76072.33697805702
17,34,40,18,0,1,1,86948.22093830661
15,15,20,44,1,0,4,61643.2520750475
15,39,49,41,1,0,4,105032.45425059504
17,38,38,39,1,1,1,95710.87671031678
18,26,48,31,0,0,2,86469.05641775568
20,37,54,62,1,0,0,114091.05990583259
16,24,39,25,0,0,0,76618.0599438187
20,25,55,44,0,1,1,83693.49193229926
15,13,58,20,1,0,0,57347.6196396796
13,13,20,50,0,1,2,51897.54869946752
14,13,42,64,1,1,0,55945.44989153932
12,24,50,38,0,1,0,68431.14922487045
17,35,54,49,1,0,1,94931.0328925107
17,3,41,57,0,0,3,44564.334532727284
12,14,26,58,0,0,3,56655.3484494765
14,31,52,62,0,0,2,90768.96428440545
16,17,55,61,0,0,3,75140.53430184824
14,13,26,58,1,0,4,53424.86042485089
14,0,46,49,1,1,1,43761.01121029911
14,19,21,41,0,1,3,72445.62817219245
16,9,36,28,0,0,0,46094.79975798101
16,9,20,54,0,1,3,49952.48198553143
15,23,49,38,0,1,1,67348.49831589167
12,33,41,35,1,1,0,76410.08810775884
16,27,47,28,1,0,0,87587.02998230763
16,26,52,44,1,1,1,77397.94205728637
15,39,45,60,0,1,2,103276.80126282024
17,0,54,55,1,1,2,38983.915687458255
15,32,30,18,1,0,1,77326.45804548741
18,3,26,46,0,1,1,43988.73621500223
18,6,47,38,1,0,1,57348.64884372438
13,8,44,46,0,0,0,45089.96871839628
14,15,50,26,0,0,0,57235.71290419147
12,4,22,24,0,0,1,30883.758799828895
19,33,52,55,0,1,0,94865.9526643402
20,22,53,48,0,1,4,79717.38489474841
15,24,40,44,0,1,1,78150.25564032407
17,12,56,59,0,1,0,64555.67748210301
20,23,38,49,1,1,2,83612.2093752013
17,10,56,22,1,1,1,56890.677719384534
20,16,40,50,0,1,1,74555.08242882487
15,36,33,32,1,1,1,96808.33729457819
19,12,29,22,1,0,3,60557.553380425066
20,26,26,37,1,0,1,89635.5361255547
15,19,48,55,0,1,2,66404.4942025457
16,32,59,54,1,0,0,90065.21358574266
19,31,27,34,0,0,1,89640.32536829152
17,7,58,21,0,0,4,60354.657984538615
18,28,32,38,0,1,0,82315.35097372468
14,39,38,51,0,0,2,85480.52025658227
18,18,30,57,0,0,3,67820.97025701996
19,5,21,22,0,1,2,60982.72395020126
17,38,25,21,0,1,3,89512.7589242317
20,20,48,39,1,1,0,70023.60300687823
17,21,24,31,1,0,3,77524.73658245342
20,9,49,21,0,0,0,63529.37855829384
15,9,58,25,1,1,2,52368.59084519051
19,28,55,20,1,1,2,92640.36449194221
15,15,46,63,0,1,3,62539.137369431985
13,0,37,46,1,1,4,32812.85440257762
20,16,55,43,0,1,2,83340.57352386849
16,29,35,47,1,0,3,82510.09442659708
15,25,24,29,0,1,1,66675.37165789944
13,18,28,32,0,0,0,49934.25453141485
12,20,53,58,1,1,1,72691.92526002876
18,16,53,19,0,0,1,68380.67533852556
17,39,55,18,1,0,1,105338.12246240227
13,20,50,64,0,1,3,78018.45890567421
19,39,39,64,0,0,2,104375.70841141026
15,18,36,45,1,0,1,76501.11447794514
19,6,39,57,1,1,3,58452.6858092599
18,16,47,52,1,0,2,71630.43870935269
16,0,40,51,0,0,0,47067.710463871976
19,36,38,21,1,0,2,100085.68013707452
20,5,22,35,0,1,2,58582.858967879416
16,25,49,29,1,1,1,76514.65269591022
16,1,24,38,1,0,3,44038.01677040658
13,31,25,27,1,0,4,87965.20069206713
16,4,22,38,1,1,0,47740.95787230675
14,36,43,57,1,1,3,92400.05874105004
18,30,20,42,0,0,1,87459.55089016868
16,11,55,34,0,0,3,56790.00557089746
19,34,34,23,1,0,4,97650.71530002603
12,29,57,31,1,1,0,84715.59995981956
14,5,37,54,1,0,2,46584.607614561115
14,14,42,57,0,0,0,62054.49318356291
20,14,48,57,0,0,4,75666.08747373513
16,15,41,35,1,1,0,69399.89671800223
20,19,43,47,0,0,0,71333.94417100123
20,12,32,26,0,0,1,65017.247406897724
12,30,52,31,1,0,2,88363.262720909
13,33,41,63,0,1,4,84658.1695114604
16,28,54,63,0,0,1,96082.68929357703
15,2,36,34,0,0,0,35090.56306158743
20,8,41,51,0,1,0,59311.4221914138
18,10,24,63,1,0,3,65578.96690619085
17,10,44,39,0,1,1,58480.84679103658
18,24,25,49,0,1,4,71615.18979127599
12,21,36,29,0,1,4,66765.98819239806
12,8,50,33,1,1,4,48617.470797212816
19,19,36,39,1,1,4,74812.98674481614
13,20,52,55,1,1,0,65840.21512320104
20,9,58,56,1,0,0,54467.59847095778
18,21,56,19,1,1,1,74076.51904459928
17,28,23,62,1,0,2,89307.04865102092
12,8,33,25,1,1,4,46463.65749018193
12,4,32,61,0,0,0,43137.66156601706
13,39,46,18,0,0,1,100533.90108664543
17,10,43,58,0,1,4,57118.51515773531
17,0,46,57,0,0,2,40111.236230628645
13,0,27,58,1,0,4,41893.45440140078
12,38,58,22,0,1,3,90383.44431673756
16,4,40,62,0,0,4,48849.448262384314
16,21,30,63,1,0,3,88162.21426644985
13,25,50,53,0,1,2,80882.81634347248
17,5,46,34,1,0,3,52715.77738456735
20,31,46,58,1,0,2,100701.0624851387
13,10,27,47,0,1,1,49725.914488183524
